#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Spirochaetota	d__Bacteria;p__WS4	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__FCPU426	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__WPS-2	d__Bacteria;p__Campylobacterota	d__Bacteria;p__MBNT15	d__Bacteria;p__WS2	d__Bacteria;p__Deinococcota	d__Bacteria;p__NB1-j	d__Bacteria;p__Modulibacteria	d__Bacteria;p__DTB120	d__Bacteria;p__RCP2-54	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WS1	d__Bacteria;p__Dadabacteria
SRR6764367	18.0	4198.0	3875.0	0.0	312.0	111.0	1638.0	0.0	678.0	527.0	126.0	139.0	0.0	0.0	57.0	0.0	43.0	0.0	0.0	8.0	276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764379	9.0	3921.0	3471.0	0.0	168.0	172.0	819.0	0.0	458.0	330.0	36.0	83.0	0.0	0.0	30.0	0.0	49.0	0.0	0.0	0.0	484.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764380	0.0	5283.0	3959.0	0.0	358.0	77.0	2379.0	0.0	422.0	347.0	79.0	200.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	398.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764381	0.0	5774.0	4557.0	0.0	410.0	139.0	1313.0	0.0	735.0	596.0	53.0	141.0	0.0	0.0	63.0	0.0	228.0	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764382	0.0	6582.0	3409.0	0.0	357.0	137.0	1865.0	0.0	719.0	419.0	233.0	155.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764383	0.0	5451.0	3575.0	0.0	264.0	51.0	716.0	0.0	431.0	235.0	118.0	133.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	616.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764384	29.0	5417.0	4628.0	0.0	331.0	27.0	1335.0	0.0	724.0	500.0	128.0	165.0	0.0	0.0	61.0	0.0	54.0	17.0	0.0	15.0	694.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764405	0.0	5734.0	3113.0	0.0	504.0	74.0	3493.0	0.0	792.0	527.0	264.0	130.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	27.0	424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764409	0.0	5471.0	2591.0	0.0	140.0	0.0	3814.0	0.0	640.0	174.0	112.0	31.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764410	81.0	6348.0	1978.0	0.0	124.0	164.0	5020.0	0.0	328.0	120.0	445.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764412	14.0	7983.0	4053.0	0.0	288.0	222.0	3417.0	0.0	1298.0	435.0	344.0	135.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764413	0.0	6519.0	3253.0	0.0	46.0	348.0	2932.0	0.0	827.0	394.0	296.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	375.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764439	0.0	5357.0	3071.0	0.0	222.0	1089.0	2474.0	0.0	318.0	57.0	97.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764462	9.0	5290.0	2030.0	0.0	390.0	277.0	3886.0	0.0	795.0	386.0	366.0	122.0	0.0	0.0	0.0	0.0	82.0	12.0	0.0	18.0	314.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764466	0.0	6678.0	4136.0	0.0	110.0	247.0	1949.0	0.0	626.0	413.0	77.0	141.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	22.0	487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764467	0.0	4838.0	3891.0	0.0	118.0	113.0	1079.0	0.0	641.0	411.0	87.0	117.0	0.0	0.0	37.0	0.0	117.0	0.0	0.0	12.0	574.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764469	13.0	4987.0	2681.0	0.0	76.0	112.0	1104.0	0.0	541.0	359.0	34.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764470	0.0	5690.0	4478.0	0.0	320.0	179.0	1659.0	0.0	867.0	784.0	164.0	320.0	0.0	0.0	52.0	0.0	130.0	0.0	0.0	0.0	525.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764483	0.0	3797.0	3674.0	0.0	155.0	0.0	1805.0	0.0	483.0	178.0	124.0	56.0	0.0	0.0	33.0	0.0	28.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764486	25.0	3089.0	3202.0	0.0	356.0	25.0	2083.0	0.0	604.0	404.0	133.0	149.0	0.0	0.0	0.0	0.0	311.0	12.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764487	0.0	4175.0	2492.0	0.0	196.0	332.0	1385.0	0.0	713.0	267.0	71.0	128.0	0.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764489	32.0	5545.0	3508.0	0.0	395.0	195.0	2160.0	0.0	842.0	573.0	174.0	44.0	0.0	0.0	20.0	0.0	223.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764490	24.0	4737.0	3384.0	0.0	719.0	113.0	2431.0	0.0	986.0	638.0	116.0	233.0	0.0	0.0	36.0	0.0	198.0	13.0	0.0	0.0	337.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764492	0.0	4066.0	3052.0	0.0	277.0	183.0	1158.0	0.0	652.0	457.0	105.0	164.0	0.0	0.0	28.0	0.0	102.0	8.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764497	38.0	4414.0	2911.0	0.0	261.0	228.0	1007.0	0.0	663.0	312.0	138.0	84.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	6.0	276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764498	0.0	5380.0	3897.0	0.0	175.0	460.0	2463.0	0.0	616.0	309.0	336.0	313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764500	35.0	8193.0	2949.0	0.0	98.0	247.0	6128.0	0.0	841.0	189.0	315.0	79.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	324.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764502	0.0	4201.0	3511.0	0.0	175.0	66.0	1984.0	0.0	474.0	306.0	97.0	97.0	0.0	0.0	20.0	0.0	114.0	0.0	0.0	0.0	396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764504	0.0	4003.0	3603.0	0.0	0.0	263.0	1952.0	0.0	130.0	89.0	119.0	34.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	401.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764505	0.0	4616.0	3314.0	0.0	156.0	106.0	1346.0	0.0	402.0	298.0	223.0	177.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	695.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764507	0.0	4924.0	3473.0	0.0	161.0	549.0	2772.0	0.0	223.0	222.0	204.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764508	27.0	4232.0	4044.0	0.0	245.0	138.0	3049.0	0.0	289.0	451.0	88.0	0.0	0.0	0.0	0.0	0.0	27.0	19.0	0.0	0.0	458.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764509	0.0	4175.0	3687.0	0.0	170.0	0.0	978.0	0.0	690.0	327.0	0.0	158.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764510	20.0	5348.0	4686.0	0.0	466.0	16.0	2223.0	0.0	684.0	478.0	153.0	148.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	618.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764511	0.0	5960.0	4110.0	0.0	377.0	0.0	1777.0	0.0	915.0	932.0	114.0	300.0	0.0	0.0	30.0	0.0	126.0	0.0	0.0	15.0	533.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764529	0.0	4942.0	4791.0	0.0	371.0	289.0	1189.0	0.0	526.0	371.0	127.0	130.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	36.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764530	7.0	5327.0	5692.0	0.0	448.0	0.0	1488.0	0.0	842.0	710.0	108.0	235.0	0.0	0.0	79.0	8.0	126.0	17.0	0.0	56.0	676.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764531	0.0	5692.0	4617.0	0.0	211.0	158.0	1773.0	0.0	266.0	319.0	70.0	150.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764532	0.0	4971.0	2512.0	0.0	336.0	456.0	3262.0	0.0	194.0	196.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	367.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764533	0.0	4300.0	2240.0	0.0	180.0	1177.0	2733.0	0.0	240.0	159.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764538	0.0	5231.0	3619.0	0.0	639.0	26.0	2157.0	0.0	816.0	453.0	158.0	323.0	0.0	0.0	31.0	0.0	130.0	16.0	0.0	37.0	397.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764539	0.0	5104.0	3985.0	0.0	403.0	147.0	1739.0	0.0	1026.0	726.0	156.0	189.0	0.0	0.0	44.0	0.0	98.0	0.0	0.0	0.0	534.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764540	0.0	5617.0	4458.0	0.0	156.0	87.0	2008.0	0.0	807.0	354.0	87.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	469.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764541	8.0	3493.0	3223.0	0.0	141.0	162.0	2378.0	0.0	64.0	377.0	54.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764565	12.0	4565.0	1842.0	0.0	236.0	0.0	1992.0	0.0	694.0	246.0	268.0	89.0	0.0	0.0	19.0	0.0	13.0	0.0	0.0	0.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764568	0.0	3926.0	1506.0	0.0	0.0	300.0	4155.0	0.0	467.0	53.0	233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764572	0.0	5127.0	4128.0	0.0	215.0	169.0	2467.0	0.0	505.0	378.0	209.0	193.0	0.0	0.0	50.0	0.0	62.0	0.0	0.0	24.0	284.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764573	13.0	6541.0	4892.0	0.0	321.0	518.0	3361.0	0.0	672.0	647.0	183.0	169.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	8.0	655.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764577	0.0	4154.0	3450.0	0.0	141.0	125.0	1920.0	0.0	681.0	353.0	186.0	221.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764578	0.0	4348.0	3732.0	0.0	275.0	37.0	2520.0	0.0	841.0	647.0	220.0	223.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764579	61.0	6336.0	4423.0	0.0	797.0	65.0	3395.0	0.0	1098.0	1203.0	602.0	315.0	0.0	0.0	97.0	0.0	109.0	28.0	0.0	32.0	647.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764580	0.0	6034.0	3908.0	0.0	365.0	0.0	3507.0	0.0	521.0	532.0	179.0	347.0	0.0	0.0	60.0	0.0	0.0	16.0	0.0	20.0	371.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764581	112.0	6454.0	4360.0	0.0	688.0	153.0	2188.0	0.0	1154.0	978.0	266.0	430.0	0.0	0.0	103.0	0.0	328.0	0.0	0.0	81.0	628.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764582	25.0	5021.0	3499.0	0.0	594.0	50.0	1271.0	0.0	820.0	747.0	148.0	235.0	10.0	0.0	109.0	0.0	67.0	0.0	0.0	14.0	376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764590	0.0	4152.0	3876.0	0.0	98.0	318.0	1046.0	0.0	383.0	254.0	0.0	45.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	14.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764591	10.0	5486.0	4380.0	0.0	591.0	253.0	1115.0	0.0	551.0	789.0	0.0	291.0	0.0	0.0	27.0	0.0	288.0	33.0	0.0	0.0	708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764594	61.0	6899.0	4139.0	0.0	467.0	265.0	1442.0	0.0	719.0	688.0	99.0	179.0	0.0	0.0	0.0	9.0	334.0	0.0	0.0	0.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764604	29.0	5341.0	5143.0	0.0	330.0	121.0	1554.0	0.0	929.0	733.0	340.0	215.0	0.0	0.0	75.0	0.0	64.0	16.0	0.0	24.0	1122.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764605	11.0	5315.0	4003.0	0.0	256.0	43.0	1913.0	0.0	1002.0	434.0	158.0	209.0	0.0	0.0	71.0	10.0	35.0	0.0	0.0	0.0	721.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764658	0.0	3811.0	3760.0	0.0	351.0	1098.0	2193.0	0.0	133.0	52.0	385.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764661	11.0	4137.0	3644.0	0.0	423.0	1023.0	3135.0	0.0	249.0	84.0	204.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	27.0	382.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764663	37.0	1746.0	697.0	0.0	1080.0	1274.0	4227.0	0.0	418.0	0.0	589.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764679	0.0	4942.0	3526.0	0.0	312.0	87.0	1524.0	0.0	565.0	494.0	67.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	515.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764680	25.0	4344.0	3704.0	0.0	568.0	136.0	1799.0	0.0	955.0	632.0	244.0	181.0	0.0	0.0	74.0	0.0	69.0	0.0	0.0	14.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764686	0.0	4563.0	2485.0	0.0	336.0	42.0	1463.0	0.0	804.0	296.0	178.0	57.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	10.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764687	25.0	6064.0	3874.0	0.0	178.0	378.0	1817.0	0.0	357.0	251.0	105.0	83.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	9.0	296.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764699	0.0	4436.0	3374.0	0.0	53.0	495.0	1514.0	0.0	205.0	98.0	62.0	64.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
